Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 1.03245044464, 0.00478980722888, 0.000198311058505, 1.02250031538, 1.04147348436, 1.02250031538, 1.02941388167, 1.03239248687, 1.0355303374, 1.0417166604
v01, 18.5649985038, 0.480795523978, 0.0231592126977, 18.0000168095, 19.496866246, 18.0174098965, 18.183138486, 18.4377294629, 18.8114966501, 19.7646513945
b1, 11.7059967986, 0.502803266079, 0.0280745467703, 11.0002448388, 12.7152111226, 11.0314696862, 11.3064225367, 11.5924419246, 12.0431707024, 12.8552663309
N1, 13.8733047246, 0.100593299695, 0.00586642254841, 13.6652251898, 14.0613174207, 13.6654645298, 13.8084829595, 13.8732629686, 13.9408126157, 14.0620668752
v02, -24.7508949925, 0.646053252089, 0.0313218217342, -26.083213943, -24.013223246, -26.5071039721, -25.0701399935, -24.5613804983, -24.2593686583, -24.0368287214
b2, 16.1184207277, 1.63234096985, 0.0874192610862, 14.0027505224, 19.2957970166, 14.0668551652, 14.7828124074, 15.7838142588, 17.1161782461, 19.9240997103
N2, 12.9257265399, 0.0395577842991, 0.00214646848523, 12.8546799957, 13.0083727203, 12.8553279393, 12.8980605007, 12.9226946781, 12.9491733814, 13.0145352771
v03, -99.7392313285, 2.75070862536, 0.115218182506, -104.732333471, -95.4474104822, -104.590490191, -101.855368814, -99.6575706911, -97.400357238, -95.2007080072
b3, 14.0373401761, 2.32449217138, 0.0835067192693, 10.1131456693, 17.6422785047, 10.1749462272, 11.9220051724, 14.0156355235, 16.1797928381, 17.8126483037
N3, 11.9105017518, 0.0883788395476, 0.00329417864115, 11.7347759522, 12.0852089597, 11.7005251783, 11.861973821, 11.9159189161, 11.9706316632, 12.0645504909
Osc, 1.833
GAMMA, 1460000000.0
