Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 0.973008363872, 0.0161885060736, 0.000306481337748, 0.941664677059, 1.00487433568, 0.940219733192, 0.9625901204, 0.973424482475, 0.983840943595, 1.00361855061
v01, 1.21277322194, 2.26696285449, 0.0359776175238, -3.57723587525, 5.4517687291, -3.36306585316, -0.248780220983, 1.2005656775, 2.75344448352, 5.74357828931
b1, 25.5493014925, 5.1733145364, 0.249473322105, 14.1450170965, 34.8017718275, 14.1742814494, 22.5295467388, 25.9411682348, 29.0218488437, 34.9499905938
N1, 15.9953176287, 0.249319135106, 0.0139688205257, 15.7163319521, 16.5671181824, 15.7807357751, 15.8655628157, 15.919535884, 16.0158245066, 16.8206650492
Osc, 0.00262071
GAMMA, 255000000.0
