Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 0.903552853122, 0.00323380937391, 0.000179561312745, 0.90003193968, 0.910000690683, 0.900180556673, 0.901315691931, 0.902658412381, 0.904911550332, 0.912215617084
sigma1, 20.1174016462, 0.282375384965, 0.0111317436453, 19.5135856414, 20.5901144662, 19.5493336631, 19.9315716846, 20.1406520345, 20.2971753788, 20.647712129
v01, -55.7680251849, 41.4728542879, 2.83281981739, -99.9577325356, 51.5654111118, -96.7548224829, -80.7167403416, -68.8189659335, -51.472704724, 63.6100873784
A1, 101.940813738, 6.96616334515, 0.261929087713, 86.301035936, 113.208312202, 87.8985520106, 96.9623136519, 102.364728341, 106.990842695, 115.152162681
Osc, 0.292
GAMMA, 4080000000.0
