Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 1.0312872981, 0.00392707515144, 0.000171446129947, 1.0241207076, 1.03936851154, 1.02372490409, 1.02879286433, 1.03124145484, 1.03379270808, 1.0391476299
v01, 20.8145817248, 0.872707873016, 0.0647392120756, 19.2466039722, 22.4689265818, 19.1649858802, 20.1935002744, 20.8167672096, 21.4735975424, 22.4223333006
b1, 11.9279393817, 0.555966886937, 0.0427629066701, 11.0161510413, 12.8309690957, 11.0438666458, 11.4408370449, 11.9462561822, 12.3983473689, 12.9206323708
N1, 14.8417435672, 0.142483311276, 0.0116323026289, 14.5606938177, 15.0992476988, 14.5461902831, 14.7432869946, 14.845978297, 14.948197503, 15.0987308449
v02, -27.0641065676, 1.86920348662, 0.14128226539, -30.4803326023, -24.0028854945, -31.1218351723, -28.3200409257, -26.9186000041, -25.5919412716, -24.1937525855
b2, 21.0034044369, 0.952337089389, 0.0507073155626, 19.1987273237, 21.9937246744, 18.7130257288, 20.551251708, 21.3212253818, 21.6978491557, 21.9667690028
N2, 13.0953138271, 0.0375696469747, 0.00303700747511, 13.0256833258, 13.1654859075, 13.0212604874, 13.0722827108, 13.0943204133, 13.1226223502, 13.1618812758
v03, -97.3039804236, 1.89731861302, 0.0811854702126, -101.312583293, -95.0111585145, -102.051744476, -98.3360159032, -96.815727751, -95.7827897003, -95.0764399312
b3, 16.7354481852, 1.24174465035, 0.0543623732157, 14.1091564766, 17.9940014232, 13.3535105916, 16.2415033743, 17.1490737919, 17.6328181196, 17.9699342757
N3, 12.4988146075, 0.0515397983381, 0.00217738768987, 12.396224656, 12.5934776262, 12.3936371491, 12.465076812, 12.5000286657, 12.5355156405, 12.5934506829
Osc, 0.34320935
GAMMA, 336000000.0
