Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 1.02382076889, 0.00819396523787, 0.000537307000591, 1.00745725874, 1.03880315228, 1.00745725874, 1.01831359671, 1.02479323669, 1.0295234714, 1.03906143562
sigma1, 4.8099213473, 3.13795184358, 0.194067552123, 0.126044038185, 10.8569261284, 0.312231445808, 2.09836741193, 4.32848163783, 6.68542929011, 11.6970458267
v01, 101.687034375, 1.26301661631, 0.0824733705752, 100.094501898, 104.156708797, 100.112321373, 100.726068214, 101.468694161, 102.429309202, 104.84167869
A1, 22.0456382303, 2.09740092256, 0.129276592802, 17.9797930039, 25.6632916347, 17.8300737517, 20.87910516, 22.1057033644, 23.5468506635, 25.6038844631
Osc, 0.289
GAMMA, 41800000000.0
