Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
NTOTH2, 18.2683836931, 0.128737888034, 0.0127186750498, 18.0224762415, 18.3988743457, 18.0302327321, 18.2000841059, 18.2430090953, 18.3773637727, 18.4609448384
TEMP, 154.174873359, 53.2231061018, 4.82742101184, 73.1182669048, 212.041492857, 73.1182669048, 116.252962912, 152.410558113, 191.078054284, 244.939684238
B, 0.469664486756, 0.333861564297, 0.0303005075383, 0.0477546572563, 1.10070973745, 0.0135511972989, 0.198392628174, 0.424309996802, 0.612090459372, 1.10070973745
A_Z, 80.7031888656, 27.1453996536, 2.6855944298, 68.1109635615, 146.2936776, 68.1109635615, 68.7514889925, 69.6502125163, 71.2268210908, 146.2936776
N_HI, 21.6577268148, 0.0650374198083, 0.00645625347299, 21.5930185008, 21.7777664664, 21.5930185008, 21.5930185008, 21.6722449637, 21.6722449637, 21.7951193726
B_HI, 20.478506133, 11.6438190686, 0.5998666413, 1.88634433225, 39.3692757254, 0.875197300397, 10.2084519731, 20.4167499004, 30.6687366108, 39.1451730196
A_Z_HI, -61.6324040104, 35.5508473664, 2.58644039631, -99.9654685554, 17.0994613636, -98.6385005866, -88.1263083553, -72.9241268798, -46.3280345394, 29.0627860731
N_FeII, 15.9519491109, 0.232278706791, 0.0221183057882, 15.5783592047, 16.4626154914, 15.5783592047, 15.7685550891, 15.9079073835, 16.085406385, 16.4626154914
B_FeII, 28.3713721975, 1.82371664563, 0.134558836715, 24.3257465831, 29.9613418455, 22.7592113061, 27.9179030025, 28.8825879016, 29.5986822221, 29.9613418455
A_Z_FeII, 47.4305743044, 11.6060157267, 1.01515571821, 25.8805908333, 67.8844467667, 20.3347765986, 39.5391289653, 49.8097684266, 55.14550436, 66.142162106
N_SiII, 17.793030623, 0.107129324918, 0.010555628802, 17.5580190614, 17.9101304498, 17.5580190614, 17.6997615818, 17.7905125335, 17.8985378254, 17.9101304498
B_SiII, 23.9042876329, 4.07877793878, 0.29552204424, 16.9679157339, 29.8229006306, 16.0927267725, 20.9583959489, 24.5191239152, 27.4247378068, 29.8121874285
A_Z_SiII, -35.5239111941, 14.7364497301, 1.34641356606, -64.2235311769, -13.6410669552, -65.5326065938, -46.004325639, -32.7499258393, -23.6930300425, -14.0347267148
N_NiII, 9.29776438393, 5.20161862244, 0.36184236415, 0.661776422567, 18.6149641658, 0.503483761093, 4.95202345287, 9.58895044026, 13.3261656299, 18.610068989
B_NiII, 13.4872696067, 9.09140915448, 0.60043156257, 0.8288521302, 29.117851158, 0.42519963787, 5.1768000905, 12.3713386852, 21.7312681535, 29.0149742682
A_Z_NiII, 13.5583329583, 38.8908327365, 3.67954654893, -87.794142514, 86.3613422571, -85.7570483284, -0.744234234579, 18.9603985749, 34.3832081948, 89.0524099148
N_SIV, 19.3482115289, 0.814526658944, 0.0697011378731, 17.4884892204, 19.9817686302, 16.8289374555, 19.2035244575, 19.6795606595, 19.829277025, 19.9665262771
B_SIV, 14.1755063737, 8.63801568864, 0.700912104804, 0.167760769638, 27.9810256094, 0.645588049759, 6.67727507778, 13.5386812906, 21.8361724127, 28.696599714
A_Z_SIV, -72.9256933996, 18.7570971684, 1.80125401927, -99.3633644128, -35.5402477577, -98.1677902601, -89.9780775346, -72.9718639553, -63.9744655126, -32.582427532
N_ArI, 18.3448863618, 1.25420257121, 0.117297515974, 15.9450401755, 19.8884128227, 15.7261719811, 17.5485099275, 18.9532664648, 19.2842129159, 19.8884128227
