Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 1.01288453265, 0.00363261905009, 0.000127832790585, 1.00552602847, 1.01976259427, 1.00552663643, 1.01046102734, 1.01269593087, 1.01536934568, 1.0199142599
v01, 18.619802189, 0.601288101803, 0.0280979081643, 18.0026676965, 19.8165872108, 18.0124535288, 18.1698697245, 18.4321288034, 18.897010836, 20.2052855763
b1, 11.9570211227, 0.548489442382, 0.0227990325471, 11.0339075369, 12.8757106341, 11.0655183522, 11.5099788453, 11.9255825313, 12.424016082, 12.9215016348
N1, 14.2163564846, 0.0352588406325, 0.00181889028435, 14.1509128477, 14.2809532783, 14.1521155191, 14.1910767676, 14.2157060338, 14.2412559533, 14.2830286014
v02, -25.6599173947, 1.41926870363, 0.0587524873632, -28.6138115006, -24.0021077052, -29.3505210655, -26.3983692505, -25.2974549476, -24.5807099721, -24.0495381697
b2, 17.5093492537, 2.25960421121, 0.0892470559428, 14.0790299759, 21.4486973761, 14.1844199488, 15.5249022357, 17.3642471658, 19.3748065097, 21.6547503926
N2, 13.6663847941, 0.0563111051508, 0.00242202306477, 13.5557446019, 13.768270023, 13.5540898056, 13.6292868713, 13.6679659142, 13.707767042, 13.7671325562
Osc, 0.05399224
GAMMA, 243400000.0
