Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
NTOTH2, 10.9600144231, 6.0527010322, 0.218429759256, 0.25973552669, 20.1767489055, 0.408060897651, 5.84055938881, 11.3060910336, 16.3530022515, 20.490798621
TEMP, 386.05005226, 269.510038459, 11.9428963146, 3.09450939522, 897.919337519, 20.1741244605, 157.997475226, 326.503527228, 574.381751471, 946.226813926
B, 11.8726411139, 7.2794398587, 0.292957875666, 0.779923649407, 24.0341987571, 0.631196761527, 5.32218325568, 11.6263585587, 18.0245401519, 23.9802666282
A_Z, 34909115.9766, 3930618537.35, 372460092.223, -8555736158.85, 9352071556.97, -7363806226.16, -1722585143.6, -308277777.65, 870886854.548, 10744442001.7
N_HI, 21.789537482, 0.00780922078762, 0.000542714180567, 21.7747618108, 21.8024027339, 21.7752700783, 21.7836781956, 21.7891566173, 21.7952248172, 21.8040454647
B_HI, 71.0161762143, 42.4411558789, 1.71837725101, 0.624927789863, 139.501688268, 3.46113524531, 32.1157593909, 71.5707136067, 106.42538457, 143.864662375
A_Z_HI, -121.081928967, 27.56012222, 1.5754093713, -149.993683537, -65.6288633351, -149.405705982, -141.499726312, -129.925219661, -109.002062963, -45.2737511185
N_NV, 14.751775596, 0.221156370139, 0.0177609301898, 14.4444400611, 15.1191086057, 14.4821312323, 14.6225788681, 14.7257252493, 14.7975248277, 15.4655253464
B_NV, 42.3757358038, 10.46237271, 0.67476826597, 20.4656727318, 61.05507243, 23.6278084384, 35.4961246612, 40.9254514508, 48.4106890121, 66.4171850396
A_Z_NV, -36.8086561898, 6.36687993523, 0.276507107233, -50.2216998707, -25.1455964803, -50.0828031117, -40.8259550591, -36.4467261209, -32.4441165392, -24.82321021
N_SII, 15.7728875924, 0.203548724706, 0.0158879214729, 15.5170054903, 16.1475265055, 15.524074583, 15.6646440982, 15.7604517124, 15.8299208346, 16.1793835962
B_SII, 39.2583943371, 9.99662786819, 0.602452358061, 20.8412100654, 60.4333169596, 20.8412100654, 32.7878618198, 38.9820335321, 45.1802394168, 62.6416303326
A_Z_SII, -12.5581595219, 8.26636678753, 0.386584403289, -28.379687897, 3.76816616607, -26.7367444162, -18.020312123, -13.0559174459, -7.580402742, 6.96560607076
N_MgII, 16.8486098532, 0.519340525072, 0.0373665313297, 16.3027356351, 18.0311372505, 16.4139814421, 16.5690988493, 16.7215511142, 16.8821713099, 18.6215215297
B_MgII, 31.5615859806, 21.3777649003, 1.70240432055, 8.0266535414, 83.955580354, 8.56068175244, 15.6560012758, 26.4603276853, 37.93316312, 94.0205949912
A_Z_MgII, -18.0698166865, 15.3518105988, 1.23282246629, -52.4392026937, 6.32974018723, -69.7568491348, -21.5672779669, -14.8908967589, -9.54943041135, -0.559542891544
