Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 1.00015912104, 0.0112933372381, 0.00079897049793, 0.982351919776, 1.01969153135, 0.98043824763, 0.991113655573, 0.999691114912, 1.00950361212, 1.01904428571
sigma1, 15.6902796437, 1.33071594325, 0.0920262784286, 13.4930163421, 18.1671110887, 13.508904618, 14.6952947318, 15.7340083658, 16.5135002092, 18.3877806387
v01, 53.1070628644, 1.34497059119, 0.0825512697984, 50.3867168779, 55.5583383172, 50.4454756955, 52.1297330273, 53.1407447602, 53.8812981607, 55.9189002591
A1, 28.4141595927, 2.08342778703, 0.141304758892, 24.5435739016, 32.538002119, 24.5435739016, 27.0603863366, 28.4679187155, 29.8178727115, 32.6853196934
sigma2, 16.4500699598, 2.43810857888, 0.144924684981, 11.7393135782, 20.7396258911, 12.3149393538, 14.5508736501, 16.3177335458, 18.0449076122, 21.5435555558
v02, -21.4901757544, 3.25297856837, 0.199983814649, -28.0124783774, -15.4491906612, -28.2305546905, -23.5801643502, -21.4072578339, -19.3486338909, -15.5721250111
A2, 13.2313336962, 1.8748037055, 0.141445352867, 9.58244321106, 16.2836765232, 9.61025613286, 11.8912687138, 13.0075285533, 14.6375686164, 16.6250361773
Osc, 0.00208
GAMMA, 2380000.0
