Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
NTOTH2, 10.5529591658, 6.20603660127, 0.269127415618, 0.368727034631, 20.1978584827, 0.440123794233, 4.82951989811, 11.0896586995, 15.7649555663, 20.4621723255
TEMP, 401.40550109, 285.096943318, 14.0627385219, 1.22662863632, 926.614810784, 7.90787671792, 157.004877714, 336.192457192, 608.959089219, 959.605236509
B, 11.7252051989, 7.45347321434, 0.354821390408, 1.18046034249, 24.5189115419, 0.817810636776, 4.65511736979, 11.4499180591, 18.2885362533, 24.2905331632
A_Z, -189044.871314, 226605.228863, 22524.6964894, -611144.827343, 42611.6119381, -636402.466897, -395232.087975, -29171.0458312, -3861.93232657, 32837.3314571
N_HI, 21.7025120873, 0.000920931097103, 7.88614720233e-05, 21.7006374513, 21.7039330173, 21.7006374513, 21.7020750086, 21.7026435134, 21.7032053366, 21.7040548293
B_HI, 100.541163844, 40.8680665625, 2.43560362725, 20.9893356829, 149.896377919, 9.47231166538, 72.1169691512, 110.084404299, 137.482089092, 148.656101472
A_Z_HI, 146.058609868, 3.64833587049, 0.292424578653, 139.112824956, 149.983119286, 136.345363722, 145.064243115, 147.224675736, 148.548521507, 149.667937901
N_NV, 14.6827295065, 0.0486899134944, 0.00372778231853, 14.5922806323, 14.7773791774, 14.590576027, 14.659066163, 14.6844307734, 14.7163916858, 14.7773791774
B_NV, 44.7691902551, 5.45977895932, 0.300232152192, 34.7072906246, 54.478911009, 36.5165503665, 40.9142532688, 43.7880741525, 47.9519128525, 56.8785300257
A_Z_NV, -30.7693385529, 5.18778877533, 0.326297743194, -40.8747220732, -20.5948427329, -40.8747220732, -34.1979033368, -30.7262392069, -27.2415864308, -20.5109092696
N_SII, 16.0193975532, 0.0868225030612, 0.00750466172795, 15.8391368139, 16.1404785326, 15.8901799033, 15.9682504162, 16.0125336243, 16.061654577, 16.2448858221
B_SII, 35.3002027965, 4.74762823573, 0.315239647445, 26.3028911069, 44.115970444, 26.8184771153, 32.0733029289, 34.9050973768, 38.606387474, 45.4504361064
A_Z_SII, -7.49523944579, 4.70140245996, 0.26937527819, -16.2268340488, 2.17579595402, -16.7344998154, -10.5810006336, -7.65010054797, -4.34411153819, 1.94987419212
N_MgII, 16.7781024463, 0.044859453172, 0.00359840342663, 16.6957853529, 16.8569919446, 16.692121902, 16.7410866865, 16.7854990306, 16.8136299039, 16.8560911696
B_MgII, 90.0053806546, 8.79076659969, 0.489418719366, 71.5353855462, 99.9648789602, 68.0236474717, 85.4718988359, 92.0899204112, 96.9807321089, 99.8255441798
A_Z_MgII, -19.8411296903, 17.7625894678, 0.907661626319, -55.7407969611, 12.2223944719, -55.1767469762, -31.0724671994, -20.0423113232, -7.70120698486, 14.0613822665
N_CrIIb, 12.0963858917, 4.02526258757, 0.344646616268, 2.23763776263, 14.5828518301, 1.24388995226, 11.9669276501, 14.2189535048, 14.3781216045, 14.5422145519
B_CrIIb, 79.1276854419, 24.5975562322, 2.12177395442, 22.746345521, 99.9882143345, 17.2178552105, 68.606847939, 90.6557362317, 97.3972808586, 99.7541024537
A_Z_CrIIb, -49.8877538565, 56.4486161965, 5.20882587976, -99.9556857875, 71.154711789, -99.3633820996, -92.7685225254, -77.7973478574, -18.0513749558, 83.0712327344
