COJ0  1544.448 0.01579  1.000E9 28.0 ! 12C16O v'=0 R(0) Morton/Noreau 1994 ApJS95:301 Tab3A 
COJ5  1344.759 0.0007524 1.000E9 28.0 ! v'=7 P(5)
COJ5  1344.499 0.002070  1.000E9 28.0 ! v'=7 Q(5)
COJ5  1344.188 0.001317  1.000E9 28.0 ! v'=7 R(5)
COJ6  1344.917 0.0007958 1.000E9 28.0 ! v'=7 P(6)
COJ6  1344.604 0.002069  1.000E9 28.0 ! v'=7 Q(6)
COJ6  1344.240 0.001274  1.000E9 28.0 ! v'=7 R(6)
COJ0  1322.150 0.002004  1.000E9 28.0 ! v'=8 R(0) [8]
COJ1  1322.217 0.001002  1.000E9 28.0 ! v'=8 Q(1)
COJ1  1322.119 0.001002  1.000E9 28.0 ! v'=8 R(1)
COJ2  1322.351 0.0002004  1.000E9 28.0 ! v'=8 P(2)
COJ2  1322.253 0.001003   1.000E9 28.0 ! v'=8 Q(2)
COJ2  1322.105 0.0008024  1.000E9 28.0 ! v'=8 R(2)
COJ3  1322.455 0.0002862  1.000E9 28.0 ! v'=8 P(3)
COJ3  1322.306 0.001004   1.000E9 28.0 ! v'=8 Q(3)
COJ3  1322.108 0.0007164  1.000E9 28.0 ! v'=8 R(3)
COJ4  1322.575 0.0003342  1.000E9 28.0 ! v'=8 P(4)
COJ4  1322.377 0.001004   1.000E9 28.0 ! v'=8 Q(4)
COJ4  1322.130 0.0006687  1.000E9 28.0 ! v'=8 R(4)
COJ5  1322.714 0.0003646  1.000E9 28.0 ! v'=8 P(5)
COJ5  1322.467 0.001004   1.000E9 28.0 ! v'=8 Q(5)
COJ5  1322.169 0.0006389  1.000E9 28.0 ! v'=8 R(5)
COJ6  1322.870 0.0003855  1.000E9 28.0 ! v'=8 P(6)
COJ6  1322.573 0.001005   1.000E9 28.0 ! v'=8 Q(6)
COJ6  1322.227 0.0006178  1.000E9 28.0 ! v'=8 R(6)
COJ0  1301.403 0.000950   1.000E9 28.0 ! v'=9 R(0) [9]
COJ1  1301.468 0.000475   1.000E9 28.0 ! v'=9 Q(1)
COJ1  1301.374 0.000475   1.000E9 28.0 ! v'=9 R(1)
COJ2  1301.598 0.00009499 1.000E9 28.0 ! v'=9 P(2)
COJ2  1301.505 0.0004750  1.000E9 28.0 ! v'=9 Q(2)
COJ2  1301.364 0.0003800  1.000E9 28.0 ! v'=9 R(2)
COJ3  1301.700 0.0001357  1.000E9 28.0 ! v'=9 P(3)
COJ3  1301.559 0.0004750  1.000E9 28.0 ! v'=9 Q(3)
COJ3  1301.370 0.0003393  1.000E9 28.0 ! v'=9 R(3)
COJ4  1301.820 0.0001583  1.000E9 28.0 ! v'=9 P(4)
COJ4  1301.631 0.0004749  1.000E9 28.0 ! v'=9 Q(4)
COJ4  1301.396 0.0003167  1.000E9 28.0 ! v'=9 R(4)
COJ5  1301.957 0.0001727  1.000E9 28.0 ! v'=9 P(5)
COJ5  1301.722 0.0004749  1.000E9 28.0 ! v'=9 Q(5)
COJ5  1301.438 0.0003023  1.000E9 28.0 ! v'=9 R(5)
COJ6  1302.113 0.0001826  1.000E9 28.0 ! v'=9 P(6)
