y_fit, y_min, y_max, y_min2, y_max2
0.605617777329, 0.5892068027, 0.622277329791, 0.5892068027, 0.622277329791
0.793317669921, 0.771821494395, 0.815141993182, 0.771821494395, 0.815141993182
0.912175405868, 0.887460295411, 0.937271832686, 0.887460295411, 0.937271832686
0.967667822702, 0.941451481357, 0.994294140707, 0.941451481357, 0.994294140707
0.986764149435, 0.96003326179, 1.01391974208, 0.96003326179, 1.01391974208
0.991603407164, 0.964744602538, 1.01889648505, 0.964744602538, 1.01889648505
0.992502000673, 0.965622309775, 1.01982450055, 0.965622309775, 1.01982450055
0.992619020852, 0.965739871924, 1.01994978465, 0.965739871924, 1.01994978465
0.99261078813, 0.965735844406, 1.01994673977, 0.965735844406, 1.01994673977
0.992601938165, 0.965713629659, 1.01994346648, 0.965713629659, 1.01994346648
0.992592406145, 0.965691140014, 1.01993994073, 0.965691140014, 1.01993994073
0.992582118443, 0.965687217887, 1.01993177795, 0.965687217887, 1.01993177795
0.992570992828, 0.965682974842, 1.01992742876, 0.965682974842, 1.01992742876
0.992558938285, 0.965678375798, 1.01992271612, 0.965678375798, 1.01992271612
0.992545852022, 0.965673381093, 1.01991759968, 0.965673381093, 1.01991759968
0.992531614256, 0.965667944464, 1.01991011084, 0.965667944464, 1.01991011084
0.992516083972, 0.965611747912, 1.01988461965, 0.965611747912, 1.01988461965
0.992499096496, 0.965565303743, 1.01987905591, 0.965565303743, 1.01987905591
0.992480460615, 0.965560259132, 1.01987294102, 0.965560259132, 1.01987294102
0.992459953552, 0.965554705189, 1.0198531054, 0.965554705189, 1.0198531054
0.992437313897, 0.965548299547, 1.01980133882, 0.965548299547, 1.01980133882
0.992412232746, 0.96553776063, 1.01974391636, 0.96553776063, 1.01974391636
0.992384342671, 0.965511897826, 1.0196912847, 0.965511897826, 1.0196912847
0.992353203704, 0.965498254322, 1.01961524768, 0.965498254322, 1.01961524768
0.992318285224, 0.965489390234, 1.01954938139, 0.965489390234, 1.01954938139
0.992278942282, 0.965464325162, 1.01949915821, 0.965464325162, 1.01949915821
0.992234384254, 0.965392527613, 1.01948107105, 0.965392527613, 1.01948107105
0.99218363281, 0.965345419712, 1.01944730149, 0.965345419712, 1.01944730149
0.992125464657, 0.965316134014, 1.01939562476, 0.965316134014, 1.01939562476
0.992058332092, 0.965267243449, 1.0192784747, 0.965267243449, 1.0192784747
0.991980249824, 0.965166738496, 1.01910494647, 0.965166738496, 1.01910494647
0.991888626514, 0.965028270903, 1.01899109259, 0.965028270903, 1.01899109259
0.991779992271, 0.964928040119, 1.01888486542, 0.964928040119, 1.01888486542
0.991649485531, 0.964764283258, 1.01871264178, 0.964764283258, 1.01871264178
0.991489663743, 0.964565442557, 1.01861701874, 0.964565442557, 1.01861701874
0.991287176404, 0.964242638827, 1.01829896996, 0.964242638827, 1.01829896996
0.991012522697, 0.963946538645, 1.01811438882, 0.963946538645, 1.01811438882
0.990588136062, 0.963625599186, 1.01779683178, 0.963625599186, 1.01779683178
0.989792644389, 0.962851043609, 1.0169631682, 0.962851043609, 1.0169631682
0.987995389338, 0.961346934432, 1.01518695352, 0.961346934432, 1.01518695352
0.983518892046, 0.956238759422, 1.01091995924, 0.956238759422, 1.01091995924
0.972367005674, 0.937279335658, 1.00239743619, 0.937279335658, 1.00239743619
0.946452135854, 0.890355589531, 0.985421614357, 0.890355589531, 0.985421614357
0.892939243985, 0.806771092614, 0.952949196457, 0.806771092614, 0.952949196457
0.798115089006, 0.684725075215, 0.889162936115, 0.684725075215, 0.889162936115
0.657535574704, 0.53135729785, 0.776470193794, 0.53135729785, 0.776470193794
0.486248249362, 0.360468374307, 0.614485696562, 0.360468374307, 0.614485696562
0.316798640685, 0.203882792765, 0.433578829315, 0.203882792765, 0.433578829315
0.182180119902, 0.0930742571557, 0.281153575978, 0.0930742571557, 0.281153575978
0.0990269221845, 0.0365139896467, 0.185462557868, 0.0365139896467, 0.185462557868
0.0673422168711, 0.0207473338964, 0.15095094308, 0.0207473338964, 0.15095094308
0.0836155827186, 0.0313276100815, 0.167177624267, 0.0313276100815, 0.167177624267
0.150207920045, 0.078059186303, 0.235711237008, 0.078059186303, 0.235711237008
0.269990905178, 0.178569181354, 0.362844088471, 0.178569181354, 0.362844088471
0.432284350484, 0.331175258395, 0.53659889592, 0.331175258395, 0.53659889592
0.607580485085, 0.500905690086, 0.71236374684, 0.500905690086, 0.71236374684
0.760569925431, 0.656747538207, 0.849291503225, 0.656747538207, 0.849291503225
0.869682914884, 0.782790063433, 0.932069619609, 0.782790063433, 0.932069619609
0.934319945165, 0.87306961242, 0.975855467253, 0.87306961242, 0.975855467253
0.966876578757, 0.928847713561, 0.99753841858, 0.928847713561, 0.99753841858
0.9812755308, 0.953452408408, 1.00864460547, 0.953452408408, 1.00864460547
0.987119623671, 0.960434281981, 1.0141052541, 0.960434281981, 1.0141052541
0.989437498891, 0.96252764312, 1.01655623286, 0.96252764312, 1.01655623286
0.9904211356, 0.96350728159, 1.01764219338, 0.96350728159, 1.01764219338
0.990915592299, 0.963886688856, 1.01811923082, 0.963886688856, 1.01811923082
0.991220233389, 0.964206868122, 1.01830079199, 0.964206868122, 1.01830079199
0.991438612931, 0.964511344776, 1.01858526001, 0.964511344776, 1.01858526001
0.991608613771, 0.964749391222, 1.01867492604, 0.964749391222, 1.01867492604
0.991746407774, 0.964898907141, 1.01882928634, 0.964898907141, 1.01882928634
0.991860559153, 0.96495700789, 1.01891424863, 0.96495700789, 1.01891424863
0.991956495116, 0.965089653755, 1.01909254286, 0.965089653755, 1.01909254286
0.992038022929, 0.965232628247, 1.01927113136, 0.965232628247, 1.01927113136
0.992107952534, 0.96527805409, 1.01936428239, 0.96527805409, 1.01936428239
0.992168419375, 0.965353470651, 1.01944619235, 0.965353470651, 1.01944619235
0.992221079296, 0.965374744414, 1.01946415135, 0.965374744414, 1.01946415135
0.992267236052, 0.965428875283, 1.01950032889, 0.965428875283, 1.01950032889
0.992307929008, 0.965475643945, 1.0195564558, 0.965475643945, 1.0195564558
0.992343995791, 0.965485509665, 1.01962337717, 0.965485509665, 1.01962337717
0.992376117987, 0.965496113389, 1.01970258028, 0.965496113389, 1.01970258028
0.992404855079, 0.965537656253, 1.01972616953, 0.965537656253, 1.01972616953
0.992430670003, 0.965544882134, 1.01980101237, 0.965544882134, 1.01980101237
0.992453948619, 0.965551637861, 1.0198651206, 0.965551637861, 1.0198651206
0.99247501472, 0.965559979379, 1.01987196538, 0.965559979379, 1.01987196538
0.992494141715, 0.96556505528, 1.01987816974, 0.96556505528, 1.01987816974
0.992511561805, 0.965618603369, 1.01988381196, 0.965618603369, 1.01988381196
0.992527473264, 0.96566635954, 1.01990769791, 0.96566635954, 1.01990769791
0.99254204625, 0.965671925138, 1.01991264833, 0.965671925138, 1.01991264833
0.992555427501, 0.965677033263, 1.01991945419, 0.965677033263, 1.01991945419
0.992567744198, 0.965681733039, 1.01992441859, 0.965681733039, 1.01992441859
0.992579107242, 0.965686067252, 1.01992899446, 0.965686067252, 1.01992899446
0.992589613956, 0.965690073413, 1.01993750167, 0.965690073413, 1.01993750167
0.992599349865, 0.965704605113, 1.01994120569, 0.965704605113, 1.01994120569
0.992608389364, 0.965735364972, 1.01994464214, 0.965735364972, 1.01994464214
0.992492104683, 0.96561981251, 1.01981971461, 0.96561981251, 1.01981971461
0.991594184921, 0.964742277302, 1.01889202564, 0.964742277302, 1.01889202564
0.986755564405, 0.960031098567, 1.01391559158, 0.960031098567, 1.01391559158
0.967659908353, 0.941449487866, 0.994290315272, 0.941449487866, 0.994290315272
0.912168336348, 0.887458515072, 0.937268416327, 0.887458515072, 0.937268416327
0.793311781838, 0.771820011746, 0.815139148262, 0.771820011746, 0.815139148262
0.605613424903, 0.589205706813, 0.622275227129, 0.589205706813, 0.622275227129
