# Transmission through ionization/dissociation front produced by UV and 
# X-rays from a GRB.  Spectrum calculated by B.T. Draine
# References:
# Draine, B.T. 2000: Gamma Ray Bursts in Molecular Clouds: H2 Absorption
#     and Fluorescence, ApJ 532, 273
# Draine, B.T., & Hao, L. 2002, Gamma Ray Burst in a Molecular Cloud:
#     Destruction of Dust and H2, and Emergent Spectrum, ApJ 569, 780
# 
#  1.000E+03 = n_H (cm-3)
#     -0.500 = beta ( L_nu propto nu^{beta} )
#  2.500E-01 = L_0/(1e49 erg s-1)
#  1.000E+01 = t_0 (s)
# N(H), N(H2+), and N(H2_vJ) from h2abs_nvj.dat                                   
#       2130 H2 absorption lines from 299 levels of H2
#     222969 = NWAV = number of wavelengths
#       2771 = 2*KKMAX+1 points in smoothing kernel
#      260.0 = lambda/FWHM(lambda) in final spectrum
#   2130 lines with W_lambda/lambda >  5.000E-05
#   0.5574 = sum(W_lambda/lambda) for lines in list (including H Lyman series)
#   0.7320                        for all 28779 lines
#   lambda   W_lambda/ W_lambda
#    (A)       lambda    (A)      tau_0      transition
#  --------- --------- ------- --------- --------------------
  1290.337 0.0000576  0.0743 3.101E+02 H2 Lyman 10- 7 P( 1)
  1290.143 0.0000578  0.0746 2.689E+02 H2 Lyman  5- 5 P( 3)
  1289.267 0.0001139  0.1469 2.442E+03 H2 Lyman  2- 4 R( 1)
  1289.025 0.0000647  0.0834 5.575E+02 H2 Lyman 10- 7 R( 1)
  1288.849 0.0000914  0.1178 1.328E+03 H2 Lyman  2- 4 R( 0)
  1288.599 0.0000543  0.0700 2.220E+02 H2 Lyman 10- 7 R( 0)
  1286.766 0.0000597  0.0768 3.165E+02 H2 Lyman  5- 5 P( 2)
  1286.561 0.0000581  0.0747 2.776E+02 H2 Lyman  5- 5 R( 3)
  1284.528 0.0000524  0.0673 1.912E+02 H2 Lyman 13- 8 P( 1)
  1284.332 0.0000866  0.1113 1.329E+03 H2 Lyman  5- 5 P( 1)
  1284.201 0.0000626  0.0803 3.967E+02 H2 Lyman  5- 5 R( 2)
  1283.367 0.0000587  0.0754 3.795E+02 H2 Lyman 13- 8 R( 1)
  1283.116 0.0001342  0.1722 3.241E+03 H2 Lyman  0- 3 P( 3)
  1282.954 0.0000509  0.0653 1.575E+02 H2 Lyman 13- 8 R( 0)
  1282.790 0.0001060  0.1359 2.389E+03 H2 Lyman  5- 5 R( 1)
  1282.338 0.0000840  0.1077 1.207E+03 H2 Lyman  5- 5 R( 0)
  1281.446 0.0000506  0.0648 1.419E+02 H2 Werner 6-11 Q( 3)
  1281.086 0.0000537  0.0688 2.079E+02 H2 Werner 6-11 Q( 2)
  1281.045 0.0000523  0.0670 1.689E+02 H2 Lyman  8- 6 P( 2)
  1280.835 0.0000646  0.0828 5.527E+02 H2 Werner 6-11 Q( 1)
  1280.574 0.0000504  0.0646 1.390E+02 H2 Werner 5-10 Q( 3)
  1279.992 0.0000528  0.0676 1.877E+02 H2 Werner 6-11 R( 0)
  1279.975 0.0000532  0.0681 1.959E+02 H2 Werner 5-10 Q( 2)
  1279.569 0.0000688  0.0880 7.179E+02 H2 Werner 5-10 Q( 1)
  1279.469 0.0001458  0.1865 3.943E+03 H2 Lyman  0- 3 P( 2)
  1279.418 0.0000662  0.0847 6.157E+02 H2 Werner 6-11 R( 1)
  1279.043 0.0000527  0.0674 1.855E+02 H2 Werner 7-12 Q( 2)
  1279.024 0.0000532  0.0681 1.971E+02 H2 Werner 6-11 R( 2)
  1278.985 0.0000630  0.0806 4.960E+02 H2 Werner 7-12 Q( 1)
  1278.766 0.0000698  0.0893 7.154E+02 H2 Lyman  8- 6 P( 1)
  1278.759 0.0000552  0.0706 2.340E+02 H2 Lyman  8- 6 R( 2)
  1278.739 0.0001483  0.1897 4.157E+03 H2 Lyman  0- 3 R( 3)
  1278.590 0.0000559  0.0714 2.610E+02 H2 Werner 5-10 R( 0)
  1278.316 0.0000532  0.0680 1.980E+02 H2 Werner 7-12 R( 0)
  1278.020 0.0000698  0.0893 7.651E+02 H2 Werner 5-10 R( 1)
  1277.861 0.0000556  0.0710 2.982E+02 H2 Lyman 16- 9 R( 1)
  1277.822 0.0000643  0.0822 5.460E+02 H2 Werner 7-12 R( 1)
  1277.663 0.0000523  0.0669 1.762E+02 H2 Werner 5-10 R( 2)
  1277.394 0.0000834  0.1066 1.365E+03 H2 Lyman  8- 6 R( 1)
  1277.025 0.0000508  0.0649 1.446E+02 H2 Werner 4- 9 Q( 3)
  1276.936 0.0000655  0.0836 5.480E+02 H2 Lyman  8- 6 R( 0)
  1276.818 0.0002338  0.2985 1.129E+04 H2 Lyman  0- 3 P( 1)
  1276.601 0.0000784  0.1001 8.763E+02 H2 Lyman  3- 4 P( 3)
  1276.327 0.0001712  0.2186 5.758E+03 H2 Lyman  0- 3 R( 2)
  1276.233 0.0000534  0.0682 1.993E+02 H2 Werner 4- 9 Q( 2)
  1275.694 0.0000781  0.0996 1.154E+03 H2 Werner 4- 9 Q( 1)
  1274.927 0.0003217  0.4101 2.223E+04 H2 Lyman  0- 3 R( 1)
  1274.593 0.0000642  0.0818 5.272E+02 H2 Werner 4- 9 R( 0)
  1274.540 0.0002482  0.3164 1.287E+04 H2 Lyman  0- 3 R( 0)
  1274.031 0.0000601  0.0765 4.043E+02 H2 Lyman 11- 7 P( 1)
  1274.028 0.0000779  0.0993 1.148E+03 H2 Werner 4- 9 R( 1)
  1273.737 0.0000519  0.0661 1.664E+02 H2 Werner 4- 9 R( 2)
  1273.103 0.0000871  0.1109 1.231E+03 H2 Lyman  3- 4 P( 2)
  1272.814 0.0000844  0.1074 1.124E+03 H2 Lyman  3- 4 R( 3)
  1272.811 0.0000703  0.0895 8.321E+02 H2 Lyman 11- 7 R( 1)
  1272.356 0.0000574  0.0730 3.176E+02 H2 Lyman 11- 7 R( 0)
  1272.084 0.0000500  0.0636 1.330E+02 H2 Werner 8-13 R( 1)
  1271.379 0.0000592  0.0753 3.181E+02 H2 Lyman  6- 5 P( 3)
  1270.579 0.0001334  0.1695 3.883E+03 H2 Lyman  3- 4 P( 1)
  1270.390 0.0000989  0.1257 1.801E+03 H2 Lyman  3- 4 R( 2)
  1270.249 0.0000518  0.0659 1.644E+02 H2 Werner 3- 8 Q( 2)
  1269.769 0.0000520  0.0661 1.881E+02 H2 Lyman 14- 8 P( 1)
  1269.601 0.0000790  0.1003 1.190E+03 H2 Werner 3- 8 Q( 1)
  1268.947 0.0001783  0.2263 7.657E+03 H2 Lyman  3- 4 R( 1)
  1268.806 0.0000709  0.0900 9.371E+02 H2 Lyman 14- 8 R( 1)
  1268.557 0.0000712  0.0903 8.119E+02 H2 Werner 3- 8 R( 0)
  1268.496 0.0001332  0.1690 3.880E+03 H2 Lyman  3- 4 R( 0)
  1268.062 0.0000615  0.0780 3.844E+02 H2 Lyman  6- 5 P( 2)
  1268.025 0.0000633  0.0802 4.407E+02 H2 Lyman  6- 5 R( 3)
  1267.746 0.0000685  0.0868 6.950E+02 H2 Werner 3- 8 R( 1)
  1265.679 0.0000914  0.1157 1.667E+03 H2 Lyman  6- 5 P( 1)
  1265.662 0.0000678  0.0858 5.942E+02 H2 Lyman  6- 5 R( 2)
  1264.237 0.0001182  0.1494 3.397E+03 H2 Lyman  6- 5 R( 1)
  1264.145 0.0000504  0.0637 1.378E+02 H2 Lyman  9- 6 R( 3)
  1264.014 0.0000509  0.0643 1.455E+02 H2 Lyman  9- 6 P( 2)
  1263.762 0.0000908  0.1147 1.637E+03 H2 Lyman  6- 5 R( 0)
  1262.373 0.0000521  0.0658 1.691E+02 H2 Werner 2- 7 Q( 2)
  1261.877 0.0000554  0.0699 2.467E+02 H2 Lyman  9- 6 R( 2)
  1261.859 0.0001058  0.1335 1.929E+03 H2 Lyman  1- 3 P( 3)
  1261.777 0.0000672  0.0847 6.411E+02 H2 Lyman  9- 6 P( 1)
  1261.635 0.0000767  0.0967 1.062E+03 H2 Werner 2- 7 Q( 1)
  1260.495 0.0000824  0.1039 1.384E+03 H2 Lyman  9- 6 R( 1)
  1260.379 0.0000660  0.0832 5.881E+02 H2 Werner 2- 7 R( 0)
  1260.013 0.0000644  0.0811 5.340E+02 H2 Lyman  9- 6 R( 0)
  1259.878 0.0000811  0.1022 1.295E+03 H2 Werner 2- 7 R( 1)
  1259.842 0.0000542  0.0683 2.156E+02 H2 Werner 2- 7 R( 2)
  1258.716 0.0000508  0.0640 1.489E+02 H2 Werner 8-12 P( 3)
  1258.601 0.0000565  0.0711 2.999E+02 H2 Lyman 12- 7 P( 1)
  1258.271 0.0001143  0.1438 2.362E+03 H2 Lyman  1- 3 P( 2)
  1257.828 0.0001238  0.1557 2.926E+03 H2 Lyman  1- 3 R( 3)
  1257.405 0.0000601  0.0756 4.236E+02 H2 Lyman 12- 7 R( 1)
  1257.222 0.0000595  0.0748 3.764E+02 H2 Werner 7-11 Q( 3)
  1257.197 0.0000666  0.0837 5.062E+02 H2 Lyman  4- 4 P( 3)
  1257.133 0.0000652  0.0820 5.912E+02 H2 Werner 8-12 Q( 3)
  1256.968 0.0000528  0.0664 1.991E+02 H2 Lyman 12- 7 R( 0)
  1256.917 0.0000690  0.0867 7.525E+02 H2 Werner 8-12 Q( 2)
  1256.759 0.0000891  0.1120 1.868E+03 H2 Werner 8-12 Q( 1)
  1256.729 0.0000634  0.0796 5.156E+02 H2 Werner 7-11 Q( 2)
  1256.390 0.0000801  0.1006 1.312E+03 H2 Werner 7-11 Q( 1)
  1256.032 0.0000664  0.0834 6.380E+02 H2 Werner 8-12 R( 0)
  1255.676 0.0001788  0.2245 6.851E+03 H2 Lyman  1- 3 P( 1)
  1255.603 0.0000598  0.0751 3.875E+02 H2 Werner 7-11 R( 0)
  1255.500 0.0000885  0.1111 1.831E+03 H2 Werner 8-12 R( 1)
  1255.381 0.0001394  0.1750 3.893E+03 H2 Lyman  1- 3 R( 2)
  1255.267 0.0000721  0.0905 8.945E+02 H2 Werner 7-11 R( 1)
  1255.063 0.0000652  0.0818 5.895E+02 H2 Werner 8-12 R( 2)
  1254.848 0.0000500  0.0628 1.340E+02 H2 Werner 9-13 P( 3)
  1254.746 0.0000530  0.0665 2.190E+02 H2 Lyman 15- 8 R( 1)
  1254.713 0.0000604  0.0757 4.088E+02 H2 Werner 8-12 R( 3)
  1254.527 0.0000505  0.0633 1.426E+02 H2 Werner 9-13 P( 2)
  1254.521 0.0000588  0.0737 3.538E+02 H2 Werner 7-11 R( 2)
  1254.484 0.0000554  0.0695 2.556E+02 H2 Werner 7-11 R( 3)
  1254.406 0.0000579  0.0726 4.147E+02 H2 Lyman 23-11 R( 1)
  1254.289 0.0000579  0.0726 3.257E+02 H2 Werner 6-10 Q( 3)
  1253.938 0.0002520  0.3160 1.452E+04 H2 Lyman  1- 3 R( 1)
  1253.764 0.0000730  0.0915 7.258E+02 H2 Lyman  4- 4 P( 2)
  1253.664 0.0000758  0.0950 8.374E+02 H2 Lyman  4- 4 R( 3)
  1253.653 0.0000516  0.0647 1.523E+02 H2 Lyman  7- 5 P( 3)
  1253.600 0.0000917  0.1149 2.043E+03 H2 Werner 9-13 Q( 1)
  1253.571 0.0000613  0.0769 4.391E+02 H2 Werner 6-10 Q( 2)
  1253.527 0.0000691  0.0866 7.572E+02 H2 Werner 9-13 Q( 2)
  1253.503 0.0001931  0.2421 8.154E+03 H2 Lyman  1- 3 R( 0)
  1253.387 0.0000633  0.0793 5.145E+02 H2 Werner 9-13 Q( 3)
  1253.087 0.0000845  0.1059 1.564E+03 H2 Werner 6-10 Q( 1)
  1253.086 0.0000684  0.0857 7.284E+02 H2 Werner 9-13 R( 0)
  1252.506 0.0000922  0.1154 2.079E+03 H2 Werner 9-13 R( 1)
  1252.158 0.0000640  0.0801 5.362E+02 H2 Werner 6-10 R( 0)
  1252.085 0.0000673  0.0842 6.333E+02 H2 Werner 1- 6 Q( 1)
  1251.899 0.0000659  0.0825 6.192E+02 H2 Werner 9-13 R( 2)
  1251.731 0.0000830  0.1039 1.477E+03 H2 Werner 6-10 R( 1)
  1251.597 0.0000569  0.0712 2.955E+02 H2 Werner 6-10 R( 2)
  1251.294 0.0001065  0.1333 2.349E+03 H2 Lyman  4- 4 P( 1)
  1251.262 0.0000594  0.0743 3.759E+02 H2 Werner 9-13 R( 3)
  1251.233 0.0000861  0.1077 1.275E+03 H2 Lyman  4- 4 R( 2)
  1250.750 0.0000588  0.0736 3.376E+02 H2 Werner 1- 6 R( 0)
  1250.511 0.0000574  0.0717 2.842E+02 H2 Lyman  7- 5 R( 3)
  1250.393 0.0000535  0.0669 1.907E+02 H2 Lyman  7- 5 P( 2)
  1250.229 0.0000681  0.0851 6.667E+02 H2 Werner 1- 6 R( 1)
  1249.774 0.0001458  0.1822 5.174E+03 H2 Lyman  4- 4 R( 1)
  1249.295 0.0001092  0.1364 2.514E+03 H2 Lyman  4- 4 R( 0)
  1248.845 0.0000597  0.0745 3.807E+02 H2 Werner 5- 9 Q( 3)
  1248.146 0.0000603  0.0752 3.661E+02 H2 Lyman  7- 5 R( 2)
  1248.058 0.0000736  0.0919 8.611E+02 H2 Lyman  7- 5 P( 1)
  1247.948 0.0000633  0.0790 5.093E+02 H2 Werner 5- 9 Q( 2)
  1247.340 0.0001040  0.1297 2.892E+03 H2 Werner 5- 9 Q( 1)
  1246.709 0.0000952  0.1187 2.003E+03 H2 Lyman  7- 5 R( 1)
  1246.299 0.0000808  0.1007 1.342E+03 H2 Werner 5- 9 R( 0)
  1246.211 0.0000750  0.0935 9.233E+02 H2 Lyman  7- 5 R( 0)
  1246.165 0.0000560  0.0698 2.735E+02 H2 Werner10-14 Q( 1)
  1245.977 0.0000551  0.0687 2.458E+02 H2 Werner 5- 9 R( 3)
  1245.880 0.0000501  0.0624 1.357E+02 H2 Werner10-14 R( 0)
  1245.868 0.0001038  0.1293 2.881E+03 H2 Werner 5- 9 R( 1)
  1245.751 0.0000601  0.0749 3.957E+02 H2 Werner 5- 9 R( 2)
  1245.711 0.0000569  0.0709 2.982E+02 H2 Lyman 10- 6 P( 1)
  1245.221 0.0000571  0.0711 3.034E+02 H2 Werner10-14 R( 1)
  1244.488 0.0000662  0.0824 6.330E+02 H2 Lyman 10- 6 R( 1)
  1244.001 0.0000551  0.0685 2.464E+02 H2 Lyman 10- 6 R( 0)
  1242.899 0.0000550  0.0683 2.640E+02 H2 Lyman 13- 7 R( 1)
  1241.848 0.0000554  0.0689 1.976E+02 H2 Lyman  2- 3 P( 3)
  1241.296 0.0000593  0.0736 3.661E+02 H2 Werner 4- 8 Q( 3)
  1241.169 0.0000562  0.0698 2.628E+02 H2 Werner 0- 5 Q( 1)
  1240.248 0.0000647  0.0803 5.603E+02 H2 Werner 4- 8 Q( 2)
  1239.769 0.0000516  0.0640 1.576E+02 H2 Werner 0- 5 R( 0)
  1239.539 0.0001177  0.1459 4.003E+03 H2 Werner 4- 8 Q( 1)
  1239.248 0.0000551  0.0682 2.333E+02 H2 Werner 0- 5 R( 1)
  1238.400 0.0000954  0.1182 2.252E+03 H2 Werner 4- 8 R( 0)
  1238.323 0.0000580  0.0719 2.499E+02 H2 Lyman  2- 3 P( 2)
  1238.181 0.0000560  0.0693 2.679E+02 H2 Werner 4- 8 R( 3)
  1238.114 0.0000675  0.0836 4.959E+02 H2 Lyman  2- 3 R( 3)
  1237.966 0.0001193  0.1477 4.152E+03 H2 Werner 4- 8 R( 1)
  1237.891 0.0000622  0.0770 4.651E+02 H2 Werner 4- 8 R( 2)
  1236.873 0.0000521  0.0644 1.759E+02 H2 Werner10-13 Q( 3)
  1236.835 0.0000537  0.0664 2.129E+02 H2 Werner10-13 Q( 2)
  1236.791 0.0000629  0.0778 5.028E+02 H2 Werner10-13 Q( 1)
  1236.299 0.0000508  0.0628 1.495E+02 H2 Werner10-13 R( 0)
  1235.861 0.0000604  0.0746 4.117E+02 H2 Werner10-13 R( 1)
  1235.785 0.0000759  0.0938 7.612E+02 H2 Lyman  2- 3 P( 1)
  1235.647 0.0000709  0.0876 5.982E+02 H2 Lyman  2- 3 R( 2)
  1235.569 0.0000541  0.0668 1.932E+02 H2 Lyman  5- 4 R( 3)
  1234.175 0.0001046  0.1290 2.029E+03 H2 Lyman  2- 3 R( 1)
  1233.705 0.0000834  0.1029 1.045E+03 H2 Lyman  2- 3 R( 0)
  1233.137 0.0000573  0.0707 2.663E+02 H2 Lyman  5- 4 R( 2)
  1233.085 0.0000601  0.0741 3.370E+02 H2 Lyman  5- 4 P( 1)
  1232.448 0.0000503  0.0620 1.365E+02 H2 Werner 3- 7 P( 2)
  1232.134 0.0000622  0.0766 4.738E+02 H2 Werner11-14 Q( 1)
  1231.952 0.0000647  0.0797 5.550E+02 H2 Werner 3- 7 Q( 3)
  1231.881 0.0000515  0.0634 1.618E+02 H2 Werner11-14 Q( 2)
  1231.859 0.0000531  0.0655 1.983E+02 H2 Werner11-14 R( 0)
  1231.664 0.0000779  0.0960 9.786E+02 H2 Lyman  5- 4 R( 1)
  1231.350 0.0000615  0.0757 4.482E+02 H2 Werner11-14 R( 1)
  1231.162 0.0000633  0.0780 4.315E+02 H2 Lyman  5- 4 R( 0)
  1230.776 0.0000721  0.0887 8.741E+02 H2 Werner 3- 7 Q( 2)
  1230.125 0.0000601  0.0740 3.791E+02 H2 Lyman  8- 5 R( 1)
  1229.983 0.0001334  0.1641 5.442E+03 H2 Werner 3- 7 Q( 1)
  1229.614 0.0000517  0.0636 1.605E+02 H2 Lyman  8- 5 R( 0)
  1229.237 0.0000572  0.0704 3.416E+02 H2 Lyman 14- 7 R( 1)
  1228.910 0.0000877  0.1078 1.734E+03 H2 Werner 3- 7 R( 0)
  1228.638 0.0000613  0.0753 4.326E+02 H2 Werner 3- 7 R( 3)
  1228.485 0.0000746  0.0916 1.130E+03 H2 Lyman 14- 7 R( 0)
  1228.252 0.0000693  0.0851 7.483E+02 H2 Werner 3- 7 R( 2)
  1228.242 0.0001329  0.1632 5.404E+03 H2 Werner 3- 7 R( 1)
  1225.540 0.0001239  0.1518 2.785E+03 H2 Lyman  0- 2 P( 3)
  1223.491 0.0000514  0.0629 1.578E+02 H2 Werner 2- 6 P( 3)
  1222.985 0.0000522  0.0638 1.474E+02 H2 Lyman  3- 3 P( 3)
  1221.959 0.0001400  0.1710 3.748E+03 H2 Lyman  0- 2 P( 2)
  1221.546 0.0001341  0.1638 3.422E+03 H2 Lyman  0- 2 R( 3)
  1221.416 0.0000536  0.0655 2.043E+02 H2 Werner 2- 6 P( 2)
  1221.323 0.0000563  0.0688 2.777E+02 H2 Werner12-14 Q( 1)
  1221.085 0.0000669  0.0817 6.409E+02 H2 Werner 2- 6 Q( 3)
  1220.716 0.0000563  0.0688 2.782E+02 H2 Werner12-14 R( 1)
  1219.803 0.0000769  0.0938 1.108E+03 H2 Werner 2- 6 Q( 2)
  1219.523 0.0000535  0.0653 1.711E+02 H2 Lyman  3- 3 P( 2)
  1219.372 0.0001965  0.2396 8.115E+03 H2 Lyman  0- 2 P( 1)
  1219.093 0.0001619  0.1974 5.306E+03 H2 Lyman  0- 2 R( 2)
  1218.939 0.0001363  0.1661 5.698E+03 H2 Werner 2- 6 Q( 1)
  1217.680 0.0001072  0.1306 3.089E+03 H2 Werner 2- 6 R( 0)
  1217.647 0.0002664  0.3244 1.568E+04 H2 Lyman  0- 2 R( 1)
  1217.497 0.0000616  0.0749 4.394E+02 H2 Werner 2- 6 R( 3)
  1217.440 0.0000713  0.0868 8.340E+02 H2 Werner 2- 6 R( 2)
  1217.299 0.0001389  0.1691 5.980E+03 H2 Werner 2- 6 R( 1)
  1217.209 0.0002147  0.2613 9.873E+03 H2 Lyman  0- 2 R( 0)
  1217.040 0.0000653  0.0795 4.570E+02 H2 Lyman  3- 3 P( 1)
  1217.033 0.0000510  0.0621 1.292E+02 H2 Lyman  3- 3 R( 2)
  1215.674 0.0036113  4.3902 5.447E+06  H Lyman  1- 2      
  1215.543 0.0000702  0.0853 6.132E+02 H2 Lyman  3- 3 R( 1)
  1215.044 0.0000639  0.0777 4.171E+02 H2 Lyman  3- 3 R( 0)
  1214.210 0.0000512  0.0621 1.519E+02 H2 Werner13-14 Q( 1)
  1212.752 0.0000567  0.0687 2.933E+02 H2 Werner 5- 8 Q( 1)
  1211.400 0.0000537  0.0650 2.058E+02 H2 Werner 1- 5 P( 3)
  1211.361 0.0000518  0.0627 1.689E+02 H2 Werner 5- 8 R( 1)
  1209.226 0.0000533  0.0644 1.965E+02 H2 Werner 1- 5 P( 2)
  1209.121 0.0000517  0.0625 1.696E+02 H2 Werner 8-10 Q( 1)
  1208.934 0.0000715  0.0864 8.358E+02 H2 Werner 1- 5 Q( 3)
  1207.561 0.0000765  0.0923 1.078E+03 H2 Werner 1- 5 Q( 2)
  1206.638 0.0001355  0.1635 5.576E+03 H2 Werner 1- 5 Q( 1)
  1206.133 0.0001375  0.1659 3.904E+03 H2 Lyman  1- 2 P( 3)
  1205.534 0.0000691  0.0833 7.341E+02 H2 Werner 1- 5 R( 3)
  1205.315 0.0001159  0.1397 3.769E+03 H2 Werner 1- 5 R( 0)
  1205.188 0.0000548  0.0661 2.254E+02 H2 Lyman  7- 4 P( 3)
  1205.165 0.0000721  0.0869 7.187E+02 H2 Lyman  4- 3 P( 3)
  1204.979 0.0000748  0.0901 9.960E+02 H2 Werner 1- 5 R( 2)
  1204.914 0.0001406  0.1694 6.112E+03 H2 Werner 1- 5 R( 1)
  1203.842 0.0000512  0.0617 1.576E+02 H2 Werner 4- 7 Q( 3)
  1202.610 0.0001561  0.1878 5.264E+03 H2 Lyman  1- 2 P( 2)
  1202.590 0.0000549  0.0660 2.427E+02 H2 Werner 4- 7 Q( 2)
  1202.450 0.0001556  0.1871 5.280E+03 H2 Lyman  1- 2 R( 3)
  1202.284 0.0000545  0.0655 2.184E+02 H2 Lyman  7- 4 R( 3)
  1201.931 0.0000581  0.0698 3.101E+02 H2 Lyman  7- 4 P( 2)
  1201.918 0.0000736  0.0884 7.808E+02 H2 Lyman  4- 3 R( 3)
  1201.766 0.0000758  0.0911 8.642E+02 H2 Lyman  4- 3 P( 2)
  1201.747 0.0000828  0.0995 1.488E+03 H2 Werner 4- 7 Q( 1)
  1200.717 0.0000586  0.0704 3.604E+02 H2 Lyman 10- 5 P( 1)
  1200.587 0.0000673  0.0808 6.836E+02 H2 Werner 4- 7 R( 0)
  1200.268 0.0000775  0.0930 1.185E+03 H2 Werner 4- 7 R( 1)
  1200.076 0.0002217  0.2660 1.148E+04 H2 Lyman  1- 2 P( 1)
  1199.969 0.0001871  0.2246 7.991E+03 H2 Lyman  1- 2 R( 2)
  1199.885 0.0000644  0.0772 5.745E+02 H2 Werner 7- 9 Q( 1)
  1199.855 0.0000603  0.0723 3.771E+02 H2 Lyman  7- 4 R( 2)
  1199.610 0.0000751  0.0901 9.581E+02 H2 Lyman  7- 4 P( 1)
  1199.581 0.0000591  0.0709 3.757E+02 H2 Lyman 10- 5 R( 1)
  1199.441 0.0000817  0.0980 1.123E+03 H2 Lyman  4- 3 R( 2)
  1199.335 0.0001064  0.1276 2.437E+03 H2 Lyman  4- 3 P( 1)
  1199.046 0.0000546  0.0655 2.402E+02 H2 Lyman 10- 5 R( 0)
  1198.954 0.0000540  0.0648 2.252E+02 H2 Werner 7- 9 R( 0)
  1198.862 0.0000569  0.0682 3.056E+02 H2 Werner 7- 9 R( 1)
  1198.488 0.0003079  0.3690 2.313E+04 H2 Lyman  1- 2 R( 1)
  1198.364 0.0000891  0.1067 1.704E+03 H2 Lyman  7- 4 R( 1)
  1198.076 0.0000518  0.0621 2.049E+02 H2 Lyman 23- 9 R( 1)
  1198.009 0.0002453  0.2939 1.431E+04 H2 Lyman  1- 2 R( 0)
  1197.938 0.0001349  0.1616 4.480E+03 H2 Lyman  4- 3 R( 1)
  1197.824 0.0000739  0.0885 9.043E+02 H2 Lyman  7- 4 R( 0)
  1197.416 0.0001099  0.1316 2.664E+03 H2 Lyman  4- 3 R( 0)
  1195.938 0.0000505  0.0604 1.393E+02 H2 Werner 0- 4 P( 2)
  1195.668 0.0000631  0.0754 4.866E+02 H2 Werner 0- 4 Q( 3)
  1194.219 0.0000693  0.0828 7.360E+02 H2 Werner 0- 4 Q( 2)
  1193.245 0.0001039  0.1240 2.795E+03 H2 Werner 0- 4 Q( 1)
  1192.119 0.0000615  0.0733 4.318E+02 H2 Werner 0- 4 R( 3)
  1191.871 0.0000915  0.1091 1.937E+03 H2 Werner 0- 4 R( 0)
  1191.864 0.0000518  0.0617 1.987E+02 H2 Lyman 17- 7 R( 1)
  1191.840 0.0000553  0.0659 2.527E+02 H2 Werner 3- 6 P( 2)
  1191.804 0.0000507  0.0604 1.522E+02 H2 Lyman 11- 5 P( 3)
  1191.626 0.0000629  0.0750 5.020E+02 H2 Werner 3- 6 Q( 3)
  1191.552 0.0000678  0.0808 6.733E+02 H2 Werner 0- 4 R( 2)
  1191.469 0.0001067  0.1271 3.012E+03 H2 Werner 0- 4 R( 1)
  1191.276 0.0000522  0.0622 1.826E+02 H2 Werner 9-10 Q( 1)
  1190.288 0.0000518  0.0617 1.735E+02 H2 Werner 9-10 R( 1)
  1190.276 0.0000712  0.0848 8.593E+02 H2 Werner 3- 6 Q( 2)
  1189.760 0.0000512  0.0609 1.595E+02 H2 Werner 6- 8 Q( 2)
  1189.684 0.0000597  0.0710 3.734E+02 H2 Lyman  8- 4 P( 3)
  1189.516 0.0000543  0.0645 2.558E+02 H2 Lyman 14- 6 P( 1)
  1189.368 0.0001208  0.1436 4.385E+03 H2 Werner 3- 6 Q( 1)
  1188.938 0.0000761  0.0905 1.144E+03 H2 Werner 6- 8 Q( 1)
  1188.750 0.0000515  0.0612 1.703E+02 H2 Lyman 11- 5 P( 2)
  1188.526 0.0000566  0.0673 2.898E+02 H2 Werner 3- 6 R( 3)
  1188.317 0.0000754  0.0896 8.974E+02 H2 Lyman  5- 3 P( 3)
  1188.282 0.0000738  0.0878 9.887E+02 H2 Werner 3- 6 R( 0)
  1187.916 0.0000658  0.0781 6.168E+02 H2 Werner 3- 6 R( 2)
  1187.910 0.0000647  0.0768 5.875E+02 H2 Werner 6- 8 R( 0)
  1187.886 0.0000776  0.0922 1.349E+03 H2 Lyman 14- 6 R( 0)
  1187.838 0.0001144  0.1359 2.669E+03 H2 Lyman  2- 2 P( 3)
  1187.740 0.0001193  0.1417 4.261E+03 H2 Werner 3- 6 R( 1)
  1187.717 0.0000727  0.0864 9.641E+02 H2 Werner 6- 8 R( 1)
  1186.985 0.0000512  0.0607 1.633E+02 H2 Lyman 11- 5 R( 2)
  1186.939 0.0000596  0.0707 3.714E+02 H2 Lyman  8- 4 R( 3)
  1186.585 0.0000661  0.0784 6.740E+02 H2 Lyman 11- 5 P( 1)
  1186.485 0.0000636  0.0755 5.111E+02 H2 Lyman  8- 4 P( 2)
  1185.527 0.0000729  0.0864 1.021E+03 H2 Lyman 11- 5 R( 1)
  1185.277 0.0000819  0.0970 1.203E+03 H2 Lyman  5- 3 R( 3)
  1185.020 0.0000519  0.0615 2.146E+02 H2 Lyman 21- 8 R( 1)
  1184.977 0.0000798  0.0945 1.094E+03 H2 Lyman  5- 3 P( 2)
  1184.970 0.0000630  0.0746 5.412E+02 H2 Lyman 11- 5 R( 0)
  1184.524 0.0000667  0.0790 6.334E+02 H2 Lyman  8- 4 R( 2)
  1184.421 0.0001351  0.1600 4.087E+03 H2 Lyman  2- 2 R( 3)
  1184.375 0.0001291  0.1529 3.624E+03 H2 Lyman  2- 2 P( 2)
  1184.211 0.0000853  0.1010 1.567E+03 H2 Lyman  8- 4 P( 1)
  1183.034 0.0001036  0.1226 2.808E+03 H2 Lyman  8- 4 R( 1)
