Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
a, 0.983528671668, 0.00286088243572, 0.000214833748482, 0.980093864549, 0.989241931672, 0.980203551701, 0.981128574307, 0.982865759552, 0.985204593619, 0.990751417152
sigma1, 23.9746265264, 1.26034032352, 0.0670431191209, 21.355829522, 26.2847994887, 21.5791767848, 23.1406311862, 23.974139162, 24.7671183205, 26.626325027
v01, -272.581358132, 1.33489824521, 0.069450995901, -274.805338451, -269.75428628, -275.307457105, -273.549582456, -272.443953183, -271.722977735, -269.981210504
A1, -62.2376673758, 3.04056124349, 0.178250426048, -68.0497883846, -56.7842451171, -68.0497883846, -64.2026523764, -62.2910253135, -60.1007957656, -56.7842451171
sigma2, 15.3860560565, 5.19770562315, 0.506064427417, 11.3900980581, 18.9610266781, 12.1650155138, 13.5617957847, 14.2539093224, 15.3960686225, 35.3094938325
v02, 21.9696121919, 2.88920871516, 0.268513650402, 19.1649000156, 25.6609567959, 11.4215550526, 21.5598790532, 22.5120793109, 23.1937578427, 24.6575004861
A2, -33.3893050225, 7.33926608058, 0.708842812843, -38.7746363335, -24.9886800733, -58.0638838723, -34.154260618, -31.8968859579, -30.2920198928, -27.23833473
sigma3, 17.9525008066, 1.21456787418, 0.107211583489, 15.8197456185, 20.3514246181, 15.8197456185, 17.0294886423, 17.9264207545, 18.7553109401, 20.3937699055
v03, -36.3607188691, 1.54573320032, 0.140119680104, -39.3819732448, -33.8134565676, -40.635034644, -37.0414778136, -36.1509894479, -35.3769075956, -34.0845127685
A3, -70.092777039, 5.48308128309, 0.507329347547, -80.270041026, -60.5101321806, -79.3371773171, -73.7489310452, -70.5896932116, -66.904976964, -55.9753817223
sigma4, 44.1981219888, 2.08406920608, 0.117452381012, 39.8806203737, 47.8784221145, 40.2416592337, 42.7357697333, 44.2277211608, 45.5578304462, 48.5017813143
v04, 307.615017711, 2.52870710036, 0.100533075684, 302.979159333, 312.196036283, 303.015100542, 305.6565513, 307.772727331, 309.391368821, 312.364634738
A4, -80.0113289324, 4.09656002096, 0.267810869884, -88.3141225697, -72.8515459033, -89.1385037048, -82.4906174997, -79.8634245568, -77.041152772, -73.1101677623
sigma5, 0.0565487306044, 0.0350776991055, 0.00264308228883, 0.000282576884486, 0.123178114529, 0.00192269543004, 0.0288925389009, 0.0538443823461, 0.081361226057, 0.13094552675
v05, 277.814660451, 0.434929497907, 0.0363399715176, 277.213886909, 278.326221549, 277.22550249, 277.365090189, 278.100538581, 278.232207305, 278.353719781
A5, -420.987340166, 118.353990968, 9.35543850517, -598.760494122, -194.513208783, -593.925456642, -517.216463378, -433.34915412, -337.218773473, -171.146612891
sigma6, 15.9920896476, 0.613485765383, 0.0541442853809, 14.9066155827, 17.1455688202, 14.8450293332, 15.5778479735, 16.0784017703, 16.3893231708, 17.1263245482
v06, -84.1924936797, 0.613895420202, 0.051265222899, -85.4079080005, -83.1806409698, -85.3843500491, -84.6168424979, -84.1548976717, -83.7180663694, -83.1377960824
A6, -103.027949416, 4.19266995711, 0.383507632067, -110.363111833, -94.9952330326, -110.363111833, -105.974516558, -103.518177939, -99.9562107734, -94.9388040746
sigma7, 9.92385845663, 1.50081369373, 0.125985035894, 6.82499886476, 12.6707125697, 6.20586285174, 9.04616525533, 10.0406509834, 10.9792055319, 12.5057062046
v07, -181.985167744, 1.36353998135, 0.107676417193, -184.470667808, -179.239040006, -184.41803463, -182.899005189, -182.03459972, -181.151384599, -179.062240458
A7, -24.2215289545, 7.8043434442, 0.753439871514, -38.8781317986, -8.795241844, -38.6645626299, -30.1050539904, -23.9574195393, -19.1482299855, -8.27862368839
sigma8, 18.1410284331, 1.5109803487, 0.143685902904, 15.5068388887, 21.4858326324, 15.585228202, 17.0888220555, 17.9718705356, 19.0482947745, 21.7703946214
v08, -154.078652029, 1.90631743785, 0.181194577282, -158.13470667, -150.842446179, -158.043061633, -155.283832353, -154.11966719, -152.675636784, -150.645600357
A8, -90.4274965477, 8.96084586661, 0.863910074291, -108.950998104, -74.4764110652, -110.145469131, -95.5997892857, -90.3014796803, -84.1152445992, -74.6727986661
Osc, 0.00208
GAMMA, 2380000.0
