y_fit, y_min, y_max, y_min2, y_max2
0.672966980568, 0.664732171595, 0.681468546672, 0.664732171595, 0.681468546672
0.909930020578, 0.898795596195, 0.921425131657, 0.898795596195, 0.921425131657
0.997542329764, 0.98533583089, 1.01014424372, 0.98533583089, 1.01014424372
1.01418144324, 1.00177133847, 1.0269935584, 1.00177133847, 1.0269935584
1.01579865118, 1.00336875712, 1.02863119638, 1.00336875712, 1.02863119638
1.01587874812, 1.00344787372, 1.02871230507, 1.00344787372, 1.02871230507
1.01587874644, 1.00344787182, 1.02871230327, 1.00344787182, 1.02871230327
1.01587874463, 1.00344786976, 1.02871230131, 1.00344786976, 1.02871230131
1.01587874264, 1.00344786751, 1.02871229918, 1.00344786751, 1.02871229918
1.01587874048, 1.00344786506, 1.02871229684, 1.00344786506, 1.02871229684
1.01587873811, 1.00344786237, 1.02871229429, 1.00344786237, 1.02871229429
1.0158787355, 1.00344785941, 1.02871229148, 1.00344785941, 1.02871229148
1.01587873263, 1.00344785616, 1.02871228838, 1.00344785616, 1.02871228838
1.01587872945, 1.00344785256, 1.02871228496, 1.00344785256, 1.02871228496
1.01587872592, 1.00344784856, 1.02871228116, 1.00344784856, 1.02871228116
1.015878722, 1.00344784412, 1.02871227693, 1.00344784412, 1.02871227693
1.0158787176, 1.00344783914, 1.02871227219, 1.00344783914, 1.02871227219
1.01587871267, 1.00344783355, 1.02871226688, 1.00344783355, 1.02871226688
1.0158787071, 1.00344782725, 1.02871226087, 1.00344782725, 1.02871226087
1.01587870078, 1.0034478201, 1.02871225406, 1.0034478201, 1.02871225406
1.01587869357, 1.00344781194, 1.02871224628, 1.00344781194, 1.02871224628
1.0158786853, 1.00344780257, 1.02871223736, 1.00344780257, 1.02871223736
1.01587867573, 1.00344779175, 1.02871222704, 1.00344779175, 1.02871222704
1.01587866458, 1.00344777914, 1.02871221501, 1.00344777914, 1.02871221501
1.01587865149, 1.00344776435, 1.02871220089, 1.00344776435, 1.02871220089
1.01587863598, 1.00344774681, 1.02871218414, 1.00344774681, 1.02871218414
1.01587861738, 1.00344772581, 1.02871216406, 1.00344772581, 1.02871216406
1.01587859483, 1.00344770035, 1.02871213971, 1.00344770035, 1.02871213971
1.01587856711, 1.00344766906, 1.02871210974, 1.00344766906, 1.02871210974
1.01587853245, 1.00344762999, 1.02871207228, 1.00344762999, 1.02871207228
1.01587848832, 1.00344758027, 1.02871202452, 1.00344758027, 1.02871202452
1.0158784308, 1.00344751555, 1.02871196223, 1.00344751555, 1.02871196223
1.01587835369, 1.00344742892, 1.02871187862, 1.00344742892, 1.02871187862
1.01587824609, 1.00344730875, 1.02871176172, 1.00344730875, 1.02871176172
1.01587803186, 1.00344711618, 1.02871150133, 1.00344711618, 1.02871150133
1.01587458356, 1.0034448463, 1.02870637102, 1.0034448463, 1.02870637102
1.01579936871, 1.00338479499, 1.02862590676, 1.00338479499, 1.02862590676
1.01484706526, 1.00245939802, 1.02780117372, 1.00245939802, 1.02780117372
1.00744583369, 0.994720650551, 1.02002844418, 0.994720650551, 1.02002844418
0.972604051504, 0.953036945657, 0.988947573761, 0.953036945657, 0.988947573761
0.876046887094, 0.838792817866, 0.904699863898, 0.838792817866, 0.904699863898
0.728308182454, 0.679597822648, 0.774283962397, 0.679597822648, 0.774283962397
0.635472291364, 0.580465587191, 0.692350889366, 0.580465587191, 0.692350889366
0.691054449199, 0.638161087133, 0.748968448692, 0.638161087133, 0.748968448692
0.837712812192, 0.800532492856, 0.879258121751, 0.800532492856, 0.879258121751
0.953713508487, 0.933675894828, 0.976445782777, 0.933675894828, 0.976445782777
