H2J4   950.31519   0.010739300 1.121E9  2.01588  0.01829419  ! W  3 R(4)   1a B10
H2J7   950.1237028 0.001800980 7.880E8  2.01588  0.03235406  ! L 18 P(7)   2 
H2J5   950.0734412 0.004367620 8.570E8  2.01588  0.04044555  ! L 15 R(5)   2 
H2J6   949.8399586 0.002135590 8.290E8  2.01588  0.03495694  ! L 16 P(6)   2 
H2J2   949.61045   0.001421140 1.121E9  2.01588  0.02782290  ! W  3 P(2)   1a B10
H2J2   949.3524584 0.009282580 8.830E8  2.01588  0.03930819  ! L 14 P(2)   1b
H2J2   948.61582   0.027467100 1.121E9  2.01588  0.02019735  ! W  3 Q(2)   1a B10
H2J2   948.4712500 0.012943100 8.830E8  2.01588  0.04715304  ! L 14 R(2)   1a
H2J3   948.41978   0.010372300 1.121E9  2.01588  0.02071173  ! W  3 R(3)   1a B10
H2J4   947.8878474 0.003654290 8.570E8  2.01588  0.04316527  ! L 15 P(4)   1b
H2J1   947.5140330 0.003522350 8.830E8  2.01588  0.04972156  ! L 14 P(1)   1a
H2J6   947.4337780 0.006092980 8.290E8  2.01588  0.03696031  ! L 16 R(6)   2 
H2J1   947.421917  0.027438400 1.121E9  2.01588  0.02149264  ! W  3 Q(1)   1a B10
H2J2   947.11165   0.009937950 1.121E9  2.01588  0.02287064  ! W  3 R(2)   1a B10
H2J1   946.9803953 0.019657800 8.830E8  2.01588  0.04625180  ! L 14 R(1)   1a
H2J0   946.42556   0.021622400 1.121E9  2.01588  0.03102591  ! W  3 R(0)   1a B10
H2J1   946.384745  0.008074490 1.121E9  2.01588  0.02627974  ! W  3 R(1)   1a B10
H2J0   946.1693058 0.001339580 8.830E8  2.01588  0.04247182  ! L 14 R(0)   1a
H2J4   946.1227100 0.005333990 8.570E8  2.01588  0.04447549  ! L 15 R(4)   1a
H2J6   944.7832395 0.009946920 1.105E9  2.01588  0.01295017  ! W  4 P(6)   2 
H2J5   944.7205196 0.002031850 8.290E8  2.01588  0.03996189  ! L 16 P(5)   2 
H2J3   944.3304600 0.003524690 8.570E8  2.01588  0.04676022  ! L 15 P(3)   1a
H2J7   943.5471673 0.000004715 7.730E8  2.01588  0.03004227  ! L 19 P(7)   2 
H2J3   942.9642200 0.005738220 8.570E8  2.01588  0.04776314  ! L 15 R(3)   1a
H2J5   942.6878676 0.006238180 8.290E8  2.01588  0.04159919  ! L 16 R(5)   2 
H2J6   942.4773643 0.004006910 8.110E8  2.01588  0.03665595  ! L 17 P(6)   2 
H2J6   942.4151012 0.019679500 1.105E9  2.01588  0.01463426  ! W  4 Q(6)   2 
H2J7   942.2336079 0.009522280 1.090E9  2.01588  0.01669738  ! W  5 P(7)   2 
H2J2   941.5992145 0.003367920 8.570E8  2.01588  0.04954168  ! L 15 P(2)   1b
H2J5   940.8829178 0.010547200 1.105E9  2.01588  0.01703590  ! W  4 P(5)   1b
H2J2   940.6263700 0.006027920 8.570E8  2.01588  0.05024936  ! L 15 R(2)   1a
H2J6   940.4915803 0.009934800 8.110E8  2.01588  0.03859103  ! L 17 R(6)   2 
H2J4   940.3875416 0.001993230 8.290E8  2.01588  0.04428935  ! L 16 P(4)   1b
H2J7   939.9791981 0.013319300 1.090E9  2.01588  0.01438179  ! W  5 Q(7)   2 
H2J1   939.7067162 0.002913820 8.570E8  2.01588  0.05146650  ! L 15 P(1)   1a
H2J1   939.1242124 0.006558200 8.570E8  2.01588  0.05188763  ! L 15 R(1)   1a
H2J6   939.1141847 0.002699820 1.105E9  2.01588  0.01730411  ! W  4 R(6)   2 
H2J5   938.9091177 0.019599500 1.105E9  2.01588  0.01840400  ! W  4 Q(5)   2 
H2J4   938.7292102 0.006378000 8.290E8  2.01588  0.04556605  ! L 16 R(4)   2 
H2J0   938.4677567 0.009510630 8.570E8  2.01588  0.05264552  ! L 15 R(0)   1a
H2J4   937.5517552 0.010326800 1.105E9  2.01588  0.02058324  ! W  4 P(4)   1b
H2J5   937.4427486 0.003082930 8.110E8  2.01588  0.04165374  ! L 17 P(5)   2 
H2J3   936.8570921 0.002049890 8.290E8  2.01588  0.04791941  ! L 16 P(3)   1b
H2J5   936.4662788 0.010982500 1.105E9  2.01588  0.02079095  ! W  4 R(5)   2 
H2J4   935.9593845 0.019542100 1.105E9  2.01588  0.02161881  ! W  4 Q(4)   2 
H2J6   935.6309835 0.001654640 7.880E8  2.01588  0.03786035  ! L 18 P(6)   2 
H2J3   935.5755036 0.006571530 8.290E8  2.01588  0.04883117  ! L 16 R(3)   2 
H2J5   935.3235809 0.000455546 8.110E8  2.01588  0.04318584  ! L 17 R(5)   2 
H2J3   934.7900641 0.009512560 1.105E9  2.01588  0.02349760  ! W  4 P(3)   1a
H2J2   934.1447948 0.002239430 8.290E8  2.01588  0.05084687  ! L 16 P(2)   1b
H2J4   933.7897934 0.009165900 1.105E9  2.01588  0.02375924  ! W  4 R(4)   2 
H2J3   933.5779370 0.019482000 1.105E9  2.01588  0.02424031  ! W  4 Q(3)   1a
H2J6   933.4446149 0.003759040 7.880E8  2.01588  0.03986101  ! L 18 R(6)   2 
H2J2   933.2400914 0.006886000 8.290E8  2.01588  0.05130933  ! L 16 R(2)   1a
H2J4   933.1705001 0.002711100 8.110E8  2.01588  0.04598242  ! L 17 P(4)   2 
H2J2   932.6046793 0.007609320 1.105E9  2.01588  0.02569217  ! W  4 P(2)   1a
H2J1   932.2662080 0.002398360 8.290E8  2.01588  0.05296626  ! L 16 P(1)   1a
H2J3   931.8116973 0.008745810 1.105E9  2.01588  0.02609047  ! W  4 R(3)   1a
H2J2   931.7808572 0.019446100 1.105E9  2.01588  0.02623615  ! W  4 Q(2)   1a
H2J1   931.7328821 0.007531270 8.290E8  2.01588  0.05300015  ! L 16 R(1)   1a
H2J4   931.5372042 0.002529760 8.110E8  2.01588  0.04716450  ! L 17 R(4)   2 
H2J0   931.0626416 0.010671100 8.290E8  2.01588  0.05392193  ! L 16 R(0)   1a
H2J5   930.6052244 0.001583860 7.880E8  2.01588  0.04281575  ! L 18 P(5)   2 
H2J1   930.5770794 0.019421900 1.105E9  2.01588  0.02758111  ! W  4 Q(1)   1a
H2J2   930.4471842 0.008983220 1.105E9  2.01588  0.02776182  ! W  4 R(2)   1a
H2J6   929.6973638 0.003019690 1.090E9  2.01588  0.02212683  ! W  5 P(6)   2 
H2J3   929.6895719 0.002508270 8.110E8  2.01588  0.04956415  ! L 17 P(3)   1b
H2J1   929.6883575 0.009841720 1.105E9  2.01588  0.02870046  ! W  4 R(1)   1a
H2J0   929.5327194 0.011940500 1.105E9  2.01588  0.02884502  ! W  4 R(0)   1a
H2J6   928.7779277 0.005625700 7.730E8  2.01588  0.03450348  ! L 19 P(6)   2 
H2J5   928.7600976 0.003915570 7.880E8  2.01588  0.04435672  ! L 18 R(5)   2 
H2J3   928.4374179 0.003303120 8.110E8  2.01588  0.05043924  ! L 17 R(3)   2 
H2J6   927.3626167 0.013241100 1.090E9  2.01588  0.01885435  ! W  5 Q(6)   2 
H2J6   927.0515725 0.004989230 7.730E8  2.01588  0.04030239  ! L 19 R(6)   2 
H2J2   927.0200190 0.002327540 8.110E8  2.01588  0.05233481  ! L 17 P(2)   1b
H2J4   926.3546703 0.001574970 7.880E8  2.01588  0.04712078  ! L 18 P(4)   1b
H2J2   926.1319303 0.003701300 8.110E8  2.01588  0.05293621  ! L 17 R(2)   2 
H2J5   925.6585906 0.005818840 1.090E9  2.01588  0.02227953  ! W  5 P(5)   2 
H2J1   925.1745300 0.001967200 8.110E8  2.01588  0.05424593  ! L 17 P(1)   1a
H2J4   924.8482807 0.004001300 7.880E8  2.01588  0.04827866  ! L 18 R(4)   2 
H2J1   924.6432574 0.004161440 8.110E8  2.01588  0.05459732  ! L 17 R(1)   1a
H2J6   924.4976285 0.003830950 1.090E9  2.01588  0.02270836  ! W  5 R(6)   2 
H2J0   923.9846257 0.006166710 8.110E8  2.01588  0.05538162  ! L 17 R(0)   1a
H2J5   923.9616459 0.002867140 7.730E8  2.01588  0.04325677  ! L 19 P(5)   1b
H2J5   923.8165363 0.013178500 1.090E9  2.01588  0.02278312  ! W  5 Q(5)   2 
H2J3   922.8949041 0.001618940 7.880E8  2.01588  0.05068943  ! L 18 P(3)   1b
H2J5   922.4750067 0.006667060 7.730E8  2.01588  0.04199436  ! L 19 R(5)   2 
H2J4   922.3060200 0.006191110 1.090E9  2.01588  0.02526343  ! W  5 P(4)   2 
H2J3   921.7301590 0.004069460 7.880E8  2.01588  0.05152632  ! L 18 R(3)   2 
H2J5   921.2194244 0.002169440 1.090E9  2.01588  0.02881256  ! W  5 R(5)   2 
H2J4   920.8340292 0.013118900 1.090E9  2.01588  0.02612717  ! W  5 Q(4)   2 
H2J2   920.2432314 0.001683470 7.880E8  2.01588  0.05345167  ! L 18 P(2)   1b
H2J4   919.7899865 0.002134750 7.730E8  2.01588  0.04802474  ! L 19 P(4)   1b
H2J3   919.5444408 0.005817840 1.090E9  2.01588  0.02806908  ! W  5 P(3)   2 
H2J2   919.4181565 0.004167680 7.880E8  2.01588  0.05401546  ! L 18 R(2)   1a
H2J4   919.0502134 0.007910870 1.090E9  2.01588  0.03266013  ! W  5 R(4)   2 
H2J3   918.4309174 0.013063200 1.090E9  2.01588  0.02884989  ! W  5 Q(3)   2 
H2J1   918.4133051 0.001609770 7.880E8  2.01588  0.05535517  ! L 18 P(1)   1a
H2J4   918.1517059 0.000045274 7.730E8  2.01588  0.04488527  ! L 19 R(4)   2 
H2J1   917.9218851 0.004429580 7.880E8  2.01588  0.05567990  ! L 18 R(1)   1a
H2J2   917.3697794 0.004700520 1.090E9  2.01588  0.03033591  ! W  5 P(2)   2 
H2J0   917.2519835 0.006175550 7.880E8  2.01588  0.05647264  ! L 18 R(0)   1a
H2J3   916.8771801 0.006934330 1.090E9  2.01588  0.03113926  ! W  5 R(3)   2 
H2J2   916.6169425 0.013036800 1.090E9  2.01588  0.03092034  ! W  5 Q(2)   2 
H2J3   916.3829263 0.001824590 7.730E8  2.01588  0.05167878  ! L 19 P(3)   1a
H2J2   915.4297860 0.006777630 1.090E9  2.01588  0.03229127  ! W  5 R(2)   2 
H2J1   915.4010682 0.013014800 1.090E9  2.01588  0.03231442  ! W  5 Q(1)   2 
H2J3   915.2122563 0.001348940 7.730E8  2.01588  0.05190177  ! L 19 R(3)   1a
H2J1   914.6073718 0.007225370 1.090E9  2.01588  0.03316301  ! W  5 R(1)   2 
H2J0   914.3971558 0.008464840 1.090E9  2.01588  0.03342239  ! W  5 R(0)   2 
H2J2   913.7701432 0.001614060 7.730E8  2.01588  0.05447034  ! L 19 P(2)   1a
H2J2   912.9510737 0.002015270 7.730E8  2.01588  0.05486433  ! L 19 R(2)   1a
H2J1   911.9671956 0.001316270 7.730E8  2.01588  0.05638629  ! L 19 P(1)   1a
H2J1   911.4794991 0.002484820 7.730E8  2.01588  0.05662896  ! L 19 R(1)   1a
H2J0   910.8207315 0.003865490 7.730E8  2.01588  0.05746684  ! L 19 R(0)   1a
